author,book,original,adapted
Куприн,Гранатовый браслет,Это свойственно северному побережью Черного моря,Так бывает на северном побережье Черного моря.
Куприн,Гранатовый браслет,"Обитатели пригородного морского курорта — большей частью греки и евреи, жизнелюбивые и мнительные, как все южане, — поспешно перебирались в город.","Отдыхающие морского курорта, в основном греки и евреи, начали переезжать в город."
Куприн,Гранатовый браслет,Но к началу сентября погода вдруг резко и совсем нежданно переменилась в лучшую сторону.,Но к началу сентября погода нежданно стала лучше. 
Куприн,Гранатовый браслет,"Сразу наступили тихие безоблачные дни, такие ясные, солнечные и теплые, каких не было даже в июле.","Сразу наступили тихие, солнечные и тёплые дни, каких не было даже в июле."
Куприн,Гранатовый браслет,"Княгиня Вера Николаевна Шеина, жена предводителя дворянства, не могла покинуть дачи, потому что в их городском доме еще не покончили с ремонтом.","Княгиня Вера Николаевна Шеина, жена предводителя дворянства, не могла уехать с дачи, потому что в их городском доме еще не закончился ремонт."
Куприн,Гранатовый браслет,"И теперь она очень радовалась наступившим прелестным дням, тишине, уединению, чистому воздуху, щебетанью на телеграфных проволоках ласточек, ста́ившихся к отлету, и ласковому соленому ветерку, слабо тянувшему с моря.","И теперь она очень радовалась теплым дням, тишине, чистому воздуху и ласковому соленому ветерку с моря."
Куприн,Гранатовый браслет,"Кроме того, сегодня был день ее именин — 17 сентября.",Сегодня был день ее именин — 17 сентября.
Куприн,Гранатовый браслет,"По милым, отдаленным воспоминаниям детства она всегда любила этот день и всегда ожидала от него чего-то счастливо-чудесного.",С детства она всегда любила этот день и всегда ждала от него чего-то счастливого и чудесного. 
Куприн,Гранатовый браслет,Муж уезжал утром по спешным делам в город.,Муж уезжал по делам в город.
Куприн,Гранатовый браслет,"Утром он положил ей на ночной столик футляр с прекрасными серьгами из грушевидных жемчужин, и этот подарок еще больше веселил ее.","Утром он положил ей на ночной столик футляр с прекрасными серьгами из жемчужин, и этот подарок еще больше радовал её."
Куприн,Гранатовый браслет,Она была одна во всем доме.,Она была одна в доме.
Куприн,Гранатовый браслет,"Ее холостой брат Николай, товарищ прокурора, живший обыкновенно вместе с ними, также уехал в город, в суд.","Её холостой брат Николай, товарищ прокурора, жил вместе с ними, он тоже уехал в город, в суд. "
Куприн,Гранатовый браслет,К обеду муж обещал привезти немногих и только самых близких знакомых. ,К обеду муж обещал привезти самых близких знакомых.
Тургенев,Первая любовь,Гости давно разъехались.,Гости давно разъехались.
Тургенев,Первая любовь,Часы пробили половину первого.,Часы показывали половину первого.
Тургенев,Первая любовь,"В комнате остались только хозяин, да Сергей Николаевич, да Владимир Петрович.","В комнате остались только хозяин, да Сергей Николаевич, да Владимир Петрович."
Тургенев,Первая любовь,Хозяин позвонил и велел принять остатки ужина.,Хозяин позвонил и велел забрать остатки ужина.
Тургенев,Первая любовь,"— Итак, это дело решенное, — промолвил он, глубже усаживаясь в кресло и закурив сигару, — каждый из нас обязан рассказать историю своей первой любви.","— Итак, это дело решённое, — сказал он, глубже усаживаясь в кресло и закурив сигару, — каждый из нас должен рассказать историю своей первой любви."
Тургенев,Первая любовь,"За вами очередь, Сергей Николаевич.","Теперь ваша очередь, Сергей Николаевич."
Тургенев,Первая любовь,"Сергей Николаевич, кругленький человек с пухленьким белокурым лицом, посмотрел сперва на хозяина, потом поднял глаза к потолку.","Сергей Николаевич, кругленький человек с пухлым лицом, посмотрел сначала на хозяина, потом поднял глаза к потолку."
Тургенев,Первая любовь,"— У меня не было первой любви, — сказал он наконец, — я прямо начал со второй.","— У меня не было первой любви, — сказал он наконец, — я сразу начал со второй."
Тургенев,Первая любовь,— Это каким образом?,— Это как?
Тургенев,Первая любовь,— Очень просто. ,— Очень просто.
Тургенев,Первая любовь,"Мне было восемнадцать лет, когда я в первый раз приволокнулся за одной весьма миленькой барышней; но я ухаживал за ней так, как будто дело это было мне не внове: точно так, как я ухаживал потом за другими.","Мне было восемнадцать лет, когда я в первый раз начал ухаживать за одной миленькой барышней; но я ухаживал за ней так, как будто дело это было мне знакомо."
Тургенев,Первая любовь,"Собственно говоря, в первый и последний раз я влюбился лет шести в свою няню; но этому очень давно.","Собственно говоря, в первый и последний раз я влюбился, когда мне было шесть лет, в свою няню; но это было очень давно."
Тургенев,Первая любовь,"Подробности наших отношений изгладились из моей памяти, да если б я их и помнил, кого это может интересовать?","Подробности наших отношений не сохранились в моей памяти, да если бы я их и помнил, кого это может интересовать? "
Тургенев,Первая любовь,— Так как же быть? — начал хозяин.,— Так как же быть? — начал хозяин.
Тургенев,Первая любовь,"— В моей первой любви тоже не много занимательного; я ни в кого не влюблялся до знакомства с Анной Ивановной, моей теперешней женой, — и всё у нас шло как по маслу: отцы нас сосватали, мы очень скоро полюбились друг другу и вступили в брак не мешкая. ","— В моей первой любви тоже немного интересного; я ни в кого не влюблялся до знакомства с Анной Ивановной, моей теперешней женой, — и всё у нас шло как по маслу: отцы нас сосватали, мы очень скоро полюбили друг друга и вступили в брак."
Тургенев,Первая любовь,Моя сказка двумя словами сказывается.,Мой рассказ короткий.
Тургенев,Первая любовь,"Я, господа, признаюсь, поднимая вопрос о первой любви, надеялся на вас, не скажу старых, но и не молодых холостяков. ","Я, господа, признаюсь, спрашивая вас о первой любви, надеялся на холостяков."
Тургенев,Первая любовь,"Разве вы нас чем-нибудь потешите, Владимир Петрович?","Может быть, вы нас чем-нибудь порадуете, Владимир Петрович?"
Тургенев,Первая любовь,"— Моя первая любовь принадлежит действительно к числу не совсем обыкновенных, — ответил с небольшой запинкой Владимир Петрович, человек лет сорока, черноволосый, с проседью.","Моя первая любовь действительно не совсем обыкновенная, — ответил Владимир Петрович, человек лет сорока, черноволосый, с проседью."
Тургенев,Первая любовь,— А! — промолвили хозяин и Сергей Николаевич в один голос.,— А! — сказали хозяин и Сергей Николаевич в один голос.
Тургенев,Первая любовь, — Тем лучше...,— Тем лучше... 
Тургенев,Первая любовь,Рассказывайте.,Рассказывайте.
Тургенев,Первая любовь,"— Извольте... или нет: рассказывать я не стану; я не мастер рассказывать: выходит сухо и коротко или пространно и фальшиво; а если позволите, я запишу всё, что вспомню, в тетрадку — и прочту вам.","— Согласен... или нет: рассказывать я не стану; я не умею рассказывать, если разрешите, я запишу всё, что вспомню, в тетрадку — и прочту вам."
Тургенев,Первая любовь,"Через две недели они опять сошлись, и Владимир Петрович сдержал свое обещание.","Через две недели они опять встретились, и Владимир Петрович сдержал своё обещание."
Тургенев,Первая любовь,Вот что стояло в его тетрадке.,"Вот что было написано в его тетрадке."
Тургенев,Первая любовь,Мне было тогда шестнадцать лет.,Мне было тогда шестнадцать лет.
Тургенев,Первая любовь,Дело происходило летом 1833 года.,Дело происходило летом 1833 года.
Тургенев,Первая любовь,Я жил в Москве у моих родителей.,Я жил в Москве у моих родителей.
Тургенев,Первая любовь,"Они нанимали дачу около Калужской заставы, против Нескучного. ",Они снимали дачу напротив Нескучного.
Тургенев,Первая любовь,"Я готовился в университет, но работал очень мало и не торопясь.","Я готовился поступать в университет, но работал очень мало и не торопясь."
Тургенев,Первая любовь,Никто не стеснял моей свободы.,Никто не мешал моей свободе.
Тургенев,Первая любовь,"Я делал что хотел, особенно с тех пор, как я расстался с последним моим гувернером-французом, который никак не мог привыкнуть к мысли, что он упал «как бомба» (comme une bombe) в Россию, и с ожесточенным выражением на лице по целым дням валялся на постели.","Я делал что хотел, особенно с тех пор, как я расстался с последним моим гувернером-французом."
Тургенев,Первая любовь,"Отец обходился со мной равнодушно-ласково; матушка почти не обращала на меня внимания, хотя у ней, кроме меня, не было детей: другие заботы ее поглощали.","Отец относился ко мне равнодушно-ласково; матушка почти не обращала на меня внимания, хотя у неё, кроме меня, не было детей."
Тургенев,Первая любовь,"Мой отец, человек еще молодой и очень красивый, женился на ней по расчету; она была старше его десятью годами.","Мой отец, человек ещё молодой и очень красивый, женился на ней по расчету; она была старше него на десять лет."
Тургенев,Первая любовь,"Матушка моя вела печальную жизнь: беспрестанно волновалась, ревновала, сердилась — но не в присутствии отца; она очень его боялась, а он держался строго, холодно, отдаленно...","Матушка моя вела печальную жизнь: постоянно волновалась, ревновала, сердилась — но не в присутствии отца; она очень его боялась, а он вёл себя строго..."
Тургенев,Первая любовь,"Я не видал человека более изысканно спокойного, самоуверенного и самовластного.",Я не видел человека более спокойного и самоуверенного.
Погорельский,Черная курица или Подземные жители,"Лет сорок тому назад в Санкт-Петербурге, на Васильевском острову, в Первой линии, жил-был содержатель мужского пансиона, который еще и до сих пор, вероятно, у многих остался в свежей памяти, хотя дом, где пансион тот помещался, давно уже уступил место другому, нисколько не похожему на прежний.","Лет сорок тому назад, в Санкт-Петербурге на Васильевском острове жил хозяин мужского пансиона."
Погорельский,Черная курица или Подземные жители,"Дом, которого теперь — как уже вам сказывал — вы не найдете, был о двух этажах, крытый голландскими черепицами.","Дом, в котором находился пансион, был двухэтажным."
Погорельский,Черная курица или Подземные жители,"Из сеней довольно крутая лестница вела в верхнее жилье, состоявшее из восьми или девяти комнат, в которых с одной стороны жил содержатель пансиона, а с другой были классы","На втором этаже было восемь или девять комнат, в которых с одной стороны коридора жил хозяин пансиона, а с другой — были классы."
Погорельский,Черная курица или Подземные жители,"Дортуары, или спальные комнаты детей, находились в нижнем этаже, по правую сторону сеней, а по левую жили две старушки, голландки, из которых каждой было более ста лет и которые собственными глазами видали Петра Великого и даже с ним говаривали.","Спальные комнаты детей находились на первом этаже с правой стороны, а с левой жили две старушки, каждой из них было более ста лет и они своими глазами видели Петра Великого и даже с ним разговаривали."
Погорельский,Черная курица или Подземные жители,"В числе тридцати или сорока детей, обучавшихся в том пансионе, находился один мальчик, по имени Алеша, которому тогда было не более девяти или десяти лет.","В пансионе учились тридцать или сорок детей, среди них был один мальчик, его звали Алёша, и было ему тогда 9 или 10 лет."
Погорельский,Черная курица или Подземные жители,Родители его жили далеко-далеко от Петербурга.,Родители его жили далеко-далеко от Петербурга.
Погорельский,Черная курица или Подземные жители,"Два годом перед тем привезли его в столицу, отдали в пансион и возвратились домой, заплатив учителю условленную плату за несколько лет вперед.","Два года назад они привезли сына в пансион и вернулись домой, заплатив учителю деньги на обучение за несколько лет вперёд."
Погорельский,Черная курица или Подземные жители,"Алеша был мальчик умненькой, миленькой, учился хорошо, и все его любили и ласкали.","Алеша был мальчик умненький, миленький, учился хорошо, и все его любили."
Погорельский,Черная курица или Подземные жители,"Однако, несмотря на то, ему часто скучно бывало в пансионе, а иногда даже и грустно.","Однако, несмотря на это, ему часто было скучно в пансионе, а иногда даже и грустно."
Погорельский,Черная курица или Подземные жители,"Особливо сначала он никак не мог приучиться к мысли, что он разлучен с родными своими.","Особенно сначала он никак не мог приучиться к мысли, что он живёт далеко от своих родных."
Погорельский,Черная курица или Подземные жители,"Но потом, мало-помалу, он стал привыкать к своему положению.",Но потом постепенно он стал привыкать к этому.
Погорельский,Черная курица или Подземные жители,"Бывали даже минуты, когда, играя с товарищами, он думал, что в пансионе гораздо веселее, нежели в родительском доме. ","Бывали даже минуты, когда он играл с товарищами и думал, что в пансионе гораздо веселее, чем в родительском доме."
Погорельский,Черная курица или Подземные жители,"Вообще дни учения для него проходили скоро и приятно; но когда наставала суббота и все товарищи его спешили домой к родным, тогда Алеша горько чувствовал свое одиночество.","Когда же наступала суббота и все товарищи его спешили домой к родным, тогда Алеша особенно чувствовал своё одиночество."
Куприн,Олеся,"Мой слуга, повар и спутник по охоте — полесовщик Ярмола вошел в комнату, согнувшись под вязанкой дров, сбросил ее с грохотом на пол и подышал на замерзшие пальцы.","Мой слуга, повар и спутник по охоте — Ярмола вошел в комнату."
Куприн,Олеся,"— У, какой ветер, паныч, на дворе, — сказал он, садясь на корточки перед заслонкой.","— Какой сильный ветер, паныч, — сказал он."
Куприн,Олеся,"— Значит, завтра на зайцев не пойдем, а? ","— Значит, завтра на зайцев не пойдём?"
Куприн,Олеся,"Как ты думаешь, Ярмола?","Как ты думаешь, Ярмола?"
Куприн,Олеся,"— Нет... не можно... слышите, какая завируха.","— Нет… нельзя… слышите, какой ветер."
Куприн,Олеся,Заяц теперь лежит и — а ни мур-мур... ,Заяц теперь лежит…
Куприн,Олеся,Завтра и одного следа не увидите.,Завтра ни одного следа не увидите.
Куприн,Олеся,"Судьба забросила меня на целых шесть месяцев в глухую деревушку Волынской губернии, на окраину Полесья, и охота была единственным моим занятием и удовольствием.","Я поехал на шесть месяцев в дальнюю деревню Волынской губернии, в Полесье, и охота была единственным моим занятием и удовольствием."
Куприн,Олеся,"А я в то время (рассказывать, так все рассказывать) уж успел тиснуть в одной маленькой газетке рассказ с двумя убийствами и одним самоубийством и знал теоретически, что для писателей полезно наблюдать нравы.","Я в то время уже успел напечатать в одной маленькой газете рассказ о двух убийствах и одном самоубийстве и знал теоретически, что для писателей полезно наблюдать за людьми."
Куприн,Олеся,"Книжки, какие у меня были, я все очень скоро перечитал.","Книги, которые у меня были, я все очень скоро перечитал."
Куприн,Олеся,Времени у меня было полным полно.,Времени свободного у меня было много.
Куприн,Олеся,Мне оставалось только на охоту ходить с удовольствием.,И я с удовольствием ходил на охоту.
Куприн,Олеся,"Но в конце января наступила такая погода, что и охотиться стало невозможно.","Но в конце января наступила такая погода, что и охотиться стало невозможно."
Куприн,Олеся,"Каждый день дул страшный ветер, а за ночь на снегу образовывался твердый, льдистый слой наста, по которому заяц пробегал, не оставляя следов. ","Каждый день дул страшный ветер, а за ночь на снегу образовывался твердый слой льда, по которому заяц пробегал, не оставляя следов."
Куприн,Олеся,"Сидя взаперти и прислушиваясь к вою ветра, я тосковал страшно.","Сидя дома и прислушиваясь к вою ветра, я очень тосковал. "
Куприн,Олеся,"Ярмола сидел на корточках перед заслонкой, перемешивая в печке уголья, а я ходил взад и вперед по диагонали моей комнаты.","Ярмола сидел перед печкой и перемешивал уголь, а я ходил взад и вперед по диагонали моей комнаты."
Куприн,Белый пудель,"Узкими горными тропинками, от одного дачного поселка до другого, пробиралась вдоль южного берега Крыма маленькая бродячая труппа.",Вдоль южного берега Крыма по узким горным дорогам шла маленькая бродячая труппа.
Куприн,Белый пудель,"Впереди обыкновенно бежал, свесив набок длинный розовый язык, белый пудель Арто, остриженный наподобие льва.","Впереди обычно бежал белый пудель Арто, постриженный как лев."
Куприн,Белый пудель,"За собакой шел двенадцатилетний мальчик Сергей, который держал под левым локтем свернутый ковер для акробатических упражнений, а в правой нес тесную и грязную клетку со щеглом, обученным вытаскивать из ящика разноцветные бумажки с предсказаниями на будущую жизнь.","За собакой шел двенадцатилетний мальчик Сергей, который держал под левым локтем свернутый ковер для акробатических упражнений, а в правой нес клетку с щеглом, обученным доставать из ящика разноцветные бумажки с предсказаниями на будущую жизнь."
Куприн,Белый пудель,"Наконец сзади плелся старший член труппы — дедушка Мартын Лодыжкин, с шарманкой на скрюченной спине.","Наконец сзади шёл старший в труппе — дедушка Мартын Лодыжкин, с шарманкой на спине."
Куприн,Белый пудель,"Шарманка была старинная, страдавшая хрипотой, кашлем и перенесшая на своем веку не один десяток починок.",Шарманка была старинная.
Куприн,Белый пудель,"Играла она две вещи: унылый немецкий вальс Лаунера и галоп из «Путешествия в Китай» — обе бывшие в моде лет тридцать — сорок тому назад, но теперь всеми позабытые.","Играла она две вещи: немецкий вальс Лаунера и галоп из «Путешествий в Китай», они были в моде лет тридцать-сорок тому назад, а теперь всеми забытые."
Куприн,Белый пудель,"Дедушка Мартын Лодыжкин любил свою шарманку так, как можно любить только живое, близкое, пожалуй даже родственное существо. ","Дедушка Мартын Лодыжкин любил свою шарманку так, как можно любить только живое и близкое существо."
Куприн,Белый пудель,"Столько же, сколько шарманку, может быть даже немного больше, он любил своих младших спутников в вечных скитаниях: пуделя Арто и маленького Сергея.","Так же, как шарманку, может быть, даже немного больше, он любил пуделя Арто и маленького Сергея."
Куприн,Белый пудель,"Мальчика он взял пять лет тому назад «напрокат» у забулдыги, вдового сапожника, обязавшись за это уплачивать по два рубля в месяц.","Мальчика он взял пять лет тому назад у пьяницы сапожника, обещав за это платить ему по два рубля в месяц."
Куприн,Белый пудель,"Но сапожник вскоре умер, и Сергей остался навеки связанным с дедушкой и душою и мелкими житейскими интересами.","Но сапожник вскоре умер, и Сергей остался навсегда с дедушкой."
Куприн,Белый пудель,"Тропинка шла вдоль высокого прибрежного обрыва, извиваясь в тени столетних маслин. ",Дорожка шла вдоль высокого берега.
Куприн,Белый пудель,"Море иногда мелькало между деревьями, и тогда казалось, что, уходя вдаль, оно в то же время подымается вверх спокойной могучей стеной, и цвет его был еще синее, еще гуще в узорчатых прорезах, среди серебристо-зеленой листвы.",Между деревьями было видно море.
Куприн,Белый пудель,"День выдался знойный, безветренный, и накалившаяся земля жгла подошвы ног.","День был жаркий, безветренный, и нагревшаяся земля жгла подошвы ног."
Куприн,Белый пудель,Сергей шел по обыкновению.,Сергей шёл как всегда.
Чехов,Шуточка,"Ясный, зимний полдень...","Ясный, зимний полдень..."
Чехов,Шуточка,"Мороз крепок, трещит, и у Наденьки, которая держит меня под руку, покрываются серебристым инеем кудри на висках и пушок над верхней губой.","Сильный мороз, и у Наденьки покрываются серебристым инеем кудри на висках."
Чехов,Шуточка,Мы стоим на высокой горе.,"Мы стоим на высокой горе, она держит меня под руку."
Чехов,Шуточка,"Возле нас маленькие санки, обитые ярко-красным сукном.",Возле нас маленькие санки.
Чехов,Шуточка,"— Съедемте вниз, Надежда Петровна! — умоляю я.","— Поехали вниз, Надежда Петровна! — прошу я."
Чехов,Шуточка,— Один только раз!,— Один только раз!
Чехов,Шуточка,Но Наденька боится.,Но Наденька боится.
Чехов,Шуточка,"У нее замирает дух и прерывается дыхание, когда она глядит вниз, когда я только предлагаю сесть в санки, но что же будет, если она рискнет полететь в пропасть!","У неё останавливается дыхание, когда она глядит вниз, когда я только предлагаю сесть в санки."
Чехов,Шуточка,— Умоляю вас! — говорю я.,— Умоляю Вас! — говорю я.
Чехов,Шуточка,— Не надо бояться!,— Не надо бояться!
Чехов,Шуточка,"Поймите же, это малодушие, трусость!","Поймите же, это трусость!"
Чехов,Шуточка,"Наденька наконец уступает, и я по лицу вижу, что она уступает с опасностью для жизни.","Наденька наконец уступает, и я по лицу вижу, что она уступает с опасностью для жизни."
Чехов,Шуточка,"Я сажаю ее, бледную, дрожащую, в санки, обхватываю рукой и вместе с нею низвергаюсь в бездну.","Я сажаю её, бледную, дрожащую, в санки, обхватываю рукой и мы летим вниз."
Чехов,Шуточка,Санки летят как пуля.,Санки летят как пуля.
Чехов,Шуточка,От напора ветра нет сил дышать.,От сильного ветра трудно дышать.
Чехов,Шуточка,"Кажется, сам дьявол обхватил нас лапами и с ревом тащит в ад.","Кажется, сам дьявол обхватил нас лапами и тащит в ад…"
Чехов,Шуточка,"Вот-вот еще мгновение, и кажется — мы погибнем!","Вот-вот ещё мгновение, и кажется — мы погибнем!"
Чехов,Шуточка,"— Я люблю вас, Надя! — говорю я вполголоса.","— Я люблю Вас, Надя! — говорю я тихо."
Чехов,Шуточка,"Санки начинают бежать всё тише и тише, рев ветра и жужжанье полозьев не так уже страшны, дыхание перестает замирать, и мы наконец внизу.","Санки начинают бежать всё тише и тише, шум ветра уже не так страшен, и мы наконец внизу."
Чехов,Шуточка,"Наденька бледна, едва дышит...","Наденька бледна, еле дышит..."
Чехов,Шуточка,Я помогаю ей подняться.,Я помогаю ей подняться.
Чехов,Шуточка,"— Ни за что в другой раз не поеду, — говорит она, глядя на меня широкими, полными ужаса глазами.","Ни за что в другой раз не поеду, — говорит она, глядя на меня испуганными глазами."
Чехов,Шуточка,— Ни за что на свете!,— Ни за что!
Чехов,Шуточка,Я едва не умерла!,Я чуть не умерла!
Чехов,Радость,Было двенадцать часов ночи.,Было двенадцать часов ночи.
Чехов,Радость,"Митя Кулдаров, возбужденный, взъерошенный, влетел в квартиру своих родителей и быстро заходил по всем комнатам.","Митя Кулдаров, взволнованный, вбежал в квартиру своих родителей и быстро заходил по всем комнатам. "
Чехов,Радость,Родители уже ложились спать.,Родители уже ложились спать.
Чехов,Радость,Сестра лежала в постели и дочитывала последнюю страничку романа.,Сестра лежала в постели и дочитывала последнюю страничку романа.
Чехов,Радость,Братья-гимназисты спали.,Братья-гимназисты спали.
Чехов,Радость,— Откуда ты? — удивились родители.,— Откуда ты? — удивились родители.
Чехов,Радость,— Что с тобой?,— Что с тобой?
Чехов,Радость,"— Ох, не спрашивайте!","— Ох, не спрашивайте!"
Чехов,Радость,Я никак не ожидал!,Я никак не ожидал!
Чехов,Радость,"Нет, я никак не ожидал!","Нет, я никак не ожидал!"
Чехов,Радость,Это… это даже невероятно! ,Это… это даже невероятно! 
Чехов,Радость,"Митя захохотал и сел в кресло, будучи не в силах держаться на ногах от счастья.","Митя засмеялся и сел в кресло, у него не было сил стоять от счастья."
Чехов,Радость,— Это невероятно! Вы не можете себе представить!,— Это невероятно!
Чехов,Радость,Вы поглядите! ,Вы поглядите! 
Чехов,Радость,"Сестра спрыгнула с постели и, накинув на себя одеяло, подошла к брату.","Сестра спрыгнула с постели и, накинув на себя одеяло, подошла к брату."
Чехов,Радость,Гимназисты проснулись.,Гимназисты проснулись.
Чехов,Радость,— Что с тобой? ,— Что с тобой?
Чехов,Радость,На тебе лица нет!,Ты такой бледный!
Чехов,Радость,"— Это я от радости, мамаша!","— Это я от радости, мамаша!"
Чехов,Радость,Ведь теперь меня знает вся Россия!,Ведь теперь меня знает вся Россия!
Чехов,Радость,Вся!,Вся!
Чехов,Радость,"Раньше только вы одни знали, что на этом свете существует коллежский регистратор Дмитрий Кулдаров, а теперь вся Россия знает об этом!","Раньше только вы одни знали, что на этом свете существует коллежский регистратор Дмитрий Кулдаров, а теперь вся Россия знает об этом!"
Чехов,Радость,"Мамаша! О, господи!",Мамаша!
Чехов,Радость,"Митя вскочил, побегал по всем комнатам и опять сел.","Митя вскочил, побегал по всем комнатам и опять сел."
Чехов,Радость,— Да что такое случилось?,— Да что такое случилось?
Чехов,Радость,Говори!,Говори!
Чехов,Радость,"— Вы живете, как дикие звери, газет не читаете, не обращаете никакого внимания на гласность, а в газетах так много замечательного!","— Вы живете, как дикие звери, газет не читаете, а в газетах так много интересного!"
Чехов,Радость,"Ежели что случится, сейчас всё известно, ничего не укроется!","Если что-то случится, сейчас же всё известно!"
Чехов,Радость,Как я счастлив!,Как я счастлив!
Чехов,Радость,"О, господи!","О, господи!"
Чехов,Радость,"Ведь только про знаменитых людей в газетах печатают, а тут взяли да про меня напечатали!","Ведь только про знаменитых людей в газетах печатают, а тут про меня напечатали!"
Чехов,Радость,— Что ты?,— Что ты?
Чехов,Радость,Где?,Где?
Чехов,"Ах, зубы!","У Сергея Алексеича Дыбкина, любителя сценических искусств, болят зубы.","У Сергея Алексеевича Дыбкина, любителя театральных спектаклей, болят зубы."
Чехов,"Ах, зубы!","По мнению опытных дам и московских зубных врачей, зубная боль бывает трех сортов: ревматическая, нервная и костоедная; но взгляните вы на физиономию несчастного Дыбкина, и вам ясно станет, что его боль не подходит ни к одному из этих сортов.",Взгляните вы на лицо несчастного Дыбкина.
